%time,field.header.seq,field.header.stamp,field.header.frame_id,field.v,field.omega
1571197779624126596,1,0,,0.300000011921,0.641186952591
1571197779624233002,2,0,,0.300000011921,0.638884365559
1571197779624254617,3,0,,0.300000011921,0.749903142452
1571197779624348315,4,0,,0.300000011921,1.0810546875
1571197779624498784,5,0,,0.300000011921,0.871822953224
1571197779624622377,6,0,,0.300000011921,0.761140346527
1571197779625316179,7,0,,0.300000011921,0.762142896652
1571197779625369200,8,0,,0.300000011921,0.840816736221
1571197779629575242,9,0,,0.300000011921,0.595331430435
1571197779640943263,10,0,,0.300000011921,0.548002123833
1571197779641061179,11,0,,0.300000011921,0.511275172234
1571197779641336075,12,0,,0.300000011921,-0.509783625603
1571197779641441388,13,0,,0.300000011921,-0.564606010914
1571197779641757273,14,0,,0.300000011921,-0.63186442852
1571197779641926023,15,0,,0.300000011921,-0.731232881546
1571197779642106179,16,0,,0.300000011921,0.220896020532
1571197779665777273,17,0,,0.300000011921,-0.740315020084
1571197779666158627,18,0,,0.300000011921,-0.75764131546
1571197779666779513,19,0,,0.300000011921,-0.404714643955
1571197779667251752,20,0,,0.300000011921,-0.962226390839
1571197779668061752,21,0,,0.300000011921,-0.491802364588
1571197779668479044,22,0,,0.300000011921,0.293942302465
1571197779699217273,23,0,,0.300000011921,-0.937996864319
1571197779700221440,24,0,,0.300000011921,-0.875736951828
1571197779700380398,25,0,,0.300000011921,0.0299164839089
1571197779700409200,26,0,,0.300000011921,0.130407556891
1571197779702552013,27,0,,0.300000011921,-0.737326085567
1571197779703648471,28,0,,0.300000011921,-0.286889672279
1571197779703675815,29,0,,0.300000011921,-0.375138550997
1571197779703854773,30,0,,0.300000011921,-0.393229186535
1571197779703875346,31,0,,0.300000011921,-0.372375637293
1571197779703942065,32,0,,0.300000011921,-0.330574691296
1571197779704059513,33,0,,0.300000011921,-0.327499061823
1571197779704621961,34,0,,0.300000011921,0.444601267576
1571197779704846804,35,0,,0.300000011921,0.468532502651
1571197779704888159,36,0,,0.300000011921,0.591502964497
1571197779704941856,37,0,,0.300000011921,0.51505023241
1571197779704987950,38,0,,0.300000011921,0.581842064857
1571197779705008523,39,0,,0.300000011921,0.594331979752
1571197779705055554,40,0,,0.300000011921,0.660552978516
1571197779705072377,41,0,,0.300000011921,0.689788460732
1571197779705088679,42,0,,0.300000011921,0.79624080658
1571197779705105242,43,0,,0.300000011921,0.800523400307
1571197779705128159,44,0,,0.300000011921,0.811396539211
1571197779705146179,45,0,,0.300000011921,0.634961783886
1571197779705165606,46,0,,0.300000011921,1.10679328442
1571197779705183002,47,0,,0.300000011921,1.04431140423
1571197779705211023,48,0,,0.300000011921,1.45209777355
1571197779705232325,49,0,,0.300000011921,1.51616454124
1571197779705248731,50,0,,0.300000011921,1.36395776272
1571197779705910138,51,0,,0.300000011921,1.33202683926
1571197779757150502,52,0,,0.300000011921,1.27337384224
1571197779807228263,53,0,,0.300000011921,1.37798988819
1571197779858870450,54,0,,0.300000011921,1.61519825459
1571197779961359825,55,0,,0.300000011921,1.54005241394
1571197780094783210,56,0,,0.300000011921,1.63877475262
1571197780248803627,57,0,,0.300000011921,1.62879788876
1571197780321692429,58,0,,0.300000011921,1.61854910851
1571197780362583210,59,0,,0.300000011921,1.60662579536
1571197780407759200,60,0,,0.300000011921,1.56482493877
1571197780483021752,61,0,,0.300000011921,1.53183305264
1571197780575805085,62,0,,0.300000011921,1.53826951981
1571197780683006439,63,0,,0.300000011921,1.53438055515
1571197780785155450,64,0,,0.300000011921,1.50574028492
1571197780883938366,65,0,,0.300000011921,1.51629078388
1571197780932182846,66,0,,0.300000011921,1.50083720684
1571197781004087689,67,0,,0.300000011921,1.48029613495
1571197781099638054,68,0,,0.300000011921,1.30962073803
1571197781188132793,69,0,,0.300000011921,0.871281921864
1571197781385884720,70,0,,0.300000011921,-0.551927566528
1571197781545850970,71,0,,0.300000011921,0.999620556831
1571197781602369981,72,0,,0.300000011921,0.986999034882
1571197781709269408,73,0,,0.300000011921,0.877440452576
1571197781793156647,74,0,,0.300000011921,0.688495099545
1571197781889127741,75,0,,0.300000011921,0.749498307705
1571197781999660866,76,0,,0.300000011921,0.444542706013
1571197782117748106,77,0,,0.300000011921,-0.661956906319
1571197782208437845,78,0,,0.300000011921,0.0809129998088
1571197782268605762,79,0,,0.300000011921,-0.578522086143
1571197782386584564,80,0,,0.300000011921,-0.814407467842
1571197782475002585,81,0,,0.300000011921,-0.925392091274
1571197782577749251,82,0,,0.300000011921,-1.14174854755
1571197782681367272,83,0,,0.300000011921,-0.760107636452
1571197782770380709,84,0,,0.300000011921,-1.46330332756
1571197782845798626,85,0,,0.300000011921,-1.48759412766
1571197782979716803,86,0,,0.300000011921,-0.156783983111
1571197783127982897,87,0,,0.300000011921,-0.52873146534
1571197783229785345,88,0,,0.300000011921,-1.71604943275
1571197783304641074,89,0,,0.300000011921,-0.704491257668
1571197783393928261,90,0,,0.300000011921,-1.70500087738
1571197783464106126,91,0,,0.300000011921,-1.72422611713
1571197783545783470,92,0,,0.300000011921,-1.72449171543
1571197783587467480,93,0,,0.300000011921,-1.70041418076
1571197783664498626,94,0,,0.300000011921,-1.69096171856
1571197783732931230,95,0,,0.300000011921,-1.66242563725
1571197783774268365,96,0,,0.300000011921,-1.62409210205
1571197783871006334,97,0,,0.300000011921,-1.5092446804
1571197783937956074,98,0,,0.300000011921,-0.628765165806
1571197784009961178,99,0,,0.300000011921,0.202199965715
1571197784108336907,100,0,,0.300000011921,0.470862597227
1571197784184850865,101,0,,0.300000011921,0.93863940239
1571197784232720501,102,0,,0.300000011921,1.02519369125
1571197784326919771,103,0,,0.300000011921,1.1716581583
1571197784439326021,104,0,,0.300000011921,1.18974256516
1571197784499787219,105,0,,0.300000011921,1.2853924036
1571197784553827375,106,0,,0.300000011921,1.2647536993
1571197784679181542,107,0,,0.300000011921,1.23210191727
1571197784744888209,108,0,,0.300000011921,1.23482394218
1571197784859159927,109,0,,0.300000011921,1.16902768612
1571197784929180396,110,0,,0.300000011921,1.17586040497
1571197784988237271,111,0,,0.300000011921,1.14734864235
1571197785078046646,112,0,,0.300000011921,0.623189032078
1571197785174833000,113,0,,0.300000011921,1.24631607533
1571197785277803938,114,0,,0.300000011921,1.2007420063
1571197785368187688,115,0,,0.300000011921,1.25901412964
1571197785463829042,116,0,,0.300000011921,1.14742803574
1571197785565124302,117,0,,0.300000011921,1.17168819904
1571197785825657635,118,0,,0.300000011921,1.15960466862
1571197785901031698,119,0,,0.300000011921,1.15034508705
1571197785992461958,120,0,,0.300000011921,1.06921720505
1571197786069462687,121,0,,0.300000011921,1.13662564754
1571197786127636646,122,0,,0.300000011921,1.1171463728
1571197786267558104,123,0,,0.300000011921,0.519654870033
1571197786341129146,124,0,,0.300000011921,1.54185962677
1571197786447970291,125,0,,0.300000011921,1.56083905697
1571197786500120864,126,0,,0.300000011921,1.54496848583
1571197786558379666,127,0,,0.300000011921,1.54040157795
1571197786724823312,128,0,,0.300000011921,1.55919909477
1571197786772874458,129,0,,0.300000011921,1.54920220375
1571197786859828677,130,0,,0.300000011921,1.5940309763
1571197786949682791,131,0,,0.300000011921,1.47140479088
1571197787017616541,132,0,,0.300000011921,1.41060423851
1571197787105849614,133,0,,0.300000011921,1.39132189751
1571197787179153104,134,0,,0.300000011921,1.32954967022
1571197787265694822,135,0,,0.300000011921,1.16026854515
1571197787313538729,136,0,,0.300000011921,1.25538647175
1571197787416921072,137,0,,0.300000011921,0.506374120712
1571197787550637947,138,0,,0.300000011921,-0.512437939644
1571197787610140760,139,0,,0.300000011921,-0.464272379875
1571197787742695551,140,0,,0.300000011921,-0.0868083015084
1571197787780328676,141,0,,0.300000011921,0.280763208866
1571197787871852478,142,0,,0.300000011921,0.378923922777
1571197788029256280,143,0,,0.300000011921,-0.287973046303
1571197788082502999,144,0,,0.300000011921,-0.279823094606
1571197788166312270,145,0,,0.300000011921,-0.265935331583
1571197788249769093,146,0,,0.300000011921,-0.275451898575
1571197788293771593,147,0,,0.300000011921,0.298600256443
1571197788957258520,148,0,,0.300000011921,0.470228344202
1571197789034009978,149,0,,0.300000011921,0.704495310783
1571197789157026072,150,0,,0.300000011921,0.846125364304
1571197789197390603,151,0,,0.300000011921,0.66727244854
1571197789325368051,152,0,,0.300000011921,-0.252799540758
1571197789401574092,153,0,,0.300000011921,0.909554958344
1571197789491990394,154,0,,0.300000011921,0.199916571379
1571197789591392842,155,0,,0.300000011921,0.829216897488
1571197789718670290,156,0,,0.300000011921,0.718026340008
1571197789760282426,157,0,,0.300000011921,1.1027327776
1571197789901647165,158,0,,0.300000011921,0.650604963303
1571197789979384092,159,0,,0.300000011921,0.711593687534
1571197790042272373,160,0,,0.300000011921,0.645541489124
1571197790119592321,161,0,,0.300000011921,1.0597461462
1571197790205008259,162,0,,0.300000011921,1.08846592903
1571197790275600967,163,0,,0.300000011921,0.933290481567
1571197790352603727,164,0,,0.300000011921,0.929189562798
1571197790433254613,165,0,,0.300000011921,0.774976909161
1571197790513428779,166,0,,0.300000011921,0.721216022968
1571197790589778102,167,0,,0.300000011921,0.978241562843
1571197790760480498,168,0,,0.300000011921,0.772928118706
1571197790830305706,169,0,,0.300000011921,0.800349593163
1571197790900779613,170,0,,0.300000011921,0.603476464748
1571197790951133363,171,0,,0.300000011921,-0.345663428307
1571197791005984456,172,0,,0.300000011921,-0.335115581751
1571197791115005342,173,0,,0.300000011921,-0.428839385509
1571197791247692946,174,0,,0.300000011921,-0.446751892567
1571197791358965133,175,0,,0.300000011921,0.425425708294
1571197791443380185,176,0,,0.300000011921,0.302728205919
1571197791561627425,177,0,,0.300000011921,0.349526524544
1571197791661311279,178,0,,0.300000011921,-0.621742963791
1571197791728705029,179,0,,0.300000011921,-0.823791027069
1571197791789092841,180,0,,0.300000011921,-0.874737143517
1571197791888624404,181,0,,0.300000011921,-1.08435285091
1571197792039333518,182,0,,0.300000011921,0.0409602969885
1571197792130089873,183,0,,0.300000011921,-0.939386487007
1571197792232677633,184,0,,0.300000011921,-1.09856510162
1571197792331112841,185,0,,0.300000011921,-1.12451839447
1571197792377509768,186,0,,0.300000011921,-0.596770167351
1571197792476142841,187,0,,0.300000011921,-0.597924590111
1571197792531672685,188,0,,0.300000011921,-1.06257474422
1571197792641279560,189,0,,0.300000011921,-0.571675598621
1571197792748960393,190,0,,0.300000011921,-0.538757324219
1571197792888259456,191,0,,0.300000011921,-0.543570876122
1571197792938750601,192,0,,0.300000011921,-0.513943552971
1571197793033267841,193,0,,0.300000011921,-1.07245802879
1571197793160863310,194,0,,0.300000011921,-0.512215793133
1571197793240537580,195,0,,0.300000011921,-0.404308766127
1571197793300220497,196,0,,0.300000011921,-0.359514921904
1571197793395057476,197,0,,0.300000011921,0.26853081584
1571197793502235028,198,0,,0.300000011921,0.318468421698
1571197793590993414,199,0,,0.300000011921,0.486920118332
1571197793706437112,200,0,,0.300000011921,0.0997228175402
1571197793893033049,201,0,,0.300000011921,-0.433908700943
1571197793993122893,202,0,,0.300000011921,-0.34958216548
1571197794084009663,203,0,,0.300000011921,0.800417542458
1571197794256763518,204,0,,0.300000011921,0.65743046999
1571197794379495965,205,0,,0.300000011921,0.949677407742
1571197794598926851,206,0,,0.300000011921,0.98360824585
1571197794717066382,207,0,,0.300000011921,1.0198340416
1571197794835285965,208,0,,0.300000011921,1.17232644558
1571197795020938934,209,0,,0.300000011921,1.33465313911
1571197795171030757,210,0,,0.300000011921,1.31027400494
1571197795250717215,211,0,,0.300000011921,1.26022493839
1571197795373308778,212,0,,0.300000011921,1.3290450573
1571197795475750184,213,0,,0.300000011921,1.36264765263
1571197795554349559,214,0,,0.300000011921,1.41456723213
1571197795682329402,215,0,,0.300000011921,1.38064873219
1571197795785339142,216,0,,0.300000011921,0.70553702116
1571197795903191225,217,0,,0.300000011921,1.4999396801
1571197796038049559,218,0,,0.300000011921,1.53805434704
1571197796143421069,219,0,,0.300000011921,1.51609027386
1571197796267575340,220,0,,0.300000011921,1.55441880226
1571197796311442111,221,0,,0.300000011921,1.59712946415
1571197796422539038,222,0,,0.300000011921,1.56298315525
1571197796571672423,223,0,,0.300000011921,1.54936814308
1571197796741233569,224,0,,0.300000011921,1.45227992535
1571197796871895548,225,0,,0.300000011921,1.44813072681
1571197797019511329,226,0,,0.300000011921,1.34997045994
1571197797080936225,227,0,,0.300000011921,1.24531781673
1571197797301796329,228,0,,0.300000011921,-0.33588925004
1571197797461734818,229,0,,0.300000011921,0.13405919075
1571197797559567058,230,0,,0.300000011921,-0.110592588782
1571197797663904454,231,0,,0.300000011921,-0.993306517601
1571197797758751798,232,0,,0.300000011921,-1.42927134037
1571197797849062318,233,0,,0.300000011921,-1.45126020908
1571197797920584402,234,0,,0.300000011921,-1.44488799572
1571197798010094610,235,0,,0.300000011921,-1.50879788399
1571197798104384402,236,0,,0.300000011921,-1.46258080006
1571197798191698724,237,0,,0.300000011921,-1.36989629269
1571197798254207683,238,0,,0.300000011921,-1.30989682674
1571197798354835026,239,0,,0.300000011921,-1.44725036621
1571197798437338724,240,0,,0.300000011921,-0.782704532146
1571197798543191693,241,0,,0.300000011921,-1.1234254837
1571197798638804870,242,0,,0.300000011921,-0.345655232668
1571197798740035339,243,0,,0.300000011921,-0.893258690834
1571197798854427683,244,0,,0.300000011921,1.09535086155
1571197798964700443,245,0,,0.300000011921,-0.454379826784
1571197799082826380,246,0,,0.300000011921,0.0532212145627
1571197799131709922,247,0,,0.300000011921,1.30135750771
1571197799215045182,248,0,,0.300000011921,1.47231483459
1571197799334693620,249,0,,0.300000011921,0.224721819162
1571197799417811224,250,0,,0.300000011921,1.48055994511
1571197799494157214,251,0,,0.300000011921,1.52003586292
1571197799608937526,252,0,,0.300000011921,1.48932516575
1571197799737576172,253,0,,0.300000011921,1.43683874607
1571197799873871745,254,0,,0.300000011921,1.47376382351
1571197799996036745,255,0,,0.300000011921,1.29079961777
1571197800119010130,256,0,,0.300000011921,1.26488518715
1571197800240038880,257,0,,0.300000011921,1.24249565601
1571197800383528776,258,0,,0.300000011921,0.736728549004
1571197800564756588,259,0,,0.300000011921,0.651519238949
1571197800687437838,260,0,,0.300000011921,0.16283249855
1571197800770019765,261,0,,0.300000011921,0.336394459009
1571197800845066536,262,0,,0.300000011921,-0.467818498611
1571197800924198463,263,0,,0.300000011921,-0.60513573885
1571197800994804557,264,0,,0.300000011921,-0.684362530708
1571197801053125286,265,0,,0.300000011921,-0.815851092339
1571197801143700494,266,0,,0.300000011921,-1.39598786831
1571197801226287161,267,0,,0.300000011921,-1.41452360153
1571197801350363879,268,0,,0.300000011921,-1.32218635082
1571197801498218098,269,0,,0.300000011921,-1.3619312048
1571197801564553984,270,0,,0.300000011921,-1.37268817425
1571197801692121952,271,0,,0.300000011921,-1.5036162138
1571197801748426692,272,0,,0.300000011921,-1.31128871441
1571197801809444608,273,0,,0.300000011921,-1.22172522545
1571197801874704713,274,0,,0.300000011921,0.0
1571197801960467265,275,0,,0.300000011921,0.0
1571197802053972733,276,0,,0.300000011921,0.0
1571197802131585494,277,0,,0.300000011921,0.0
1571197802236422994,278,0,,0.300000011921,0.0
1571197802332308306,279,0,,0.300000011921,0.0
1571197802380915858,280,0,,0.300000011921,0.0
1571197802432025650,281,0,,0.300000011921,0.0
1571197803074729295,282,0,,0.300000011921,-1.65052175522
1571197803126184295,283,0,,0.300000011921,-1.64109039307
1571197803207857004,284,0,,0.300000011921,-1.63599002361
1571197803275080493,285,0,,0.300000011921,-1.62239217758
1571197803416271066,286,0,,0.300000011921,-1.61207425594
1571197803474581952,287,0,,0.300000011921,-1.58463072777
1571197803558571899,288,0,,0.300000011921,-1.5308573246
1571197803631932993,289,0,,0.300000011921,-0.967653870583
1571197803768634816,290,0,,0.300000011921,-1.34279680252
1571197803836424191,291,0,,0.300000011921,-0.353900074959
1571197803918824972,292,0,,0.300000011921,0.804405033588
1571197804033637941,293,0,,0.300000011921,1.4129755497
1571197804100878045,294,0,,0.300000011921,1.41202604771
1571197804189754139,295,0,,0.300000011921,1.44593191147
1571197804263483618,296,0,,0.300000011921,-0.357628554106
1571197804337560076,297,0,,0.300000011921,-0.164074227214
1571197804375374503,298,0,,0.300000011921,-0.334757894278
1571197804443731587,299,0,,0.300000011921,0.569078326225
1571197804510604399,300,0,,0.300000011921,1.39226043224
1571197804551906170,301,0,,0.300000011921,0.0
1571197804680412159,302,0,,0.300000011921,-0.911946892738
1571197804749492420,303,0,,0.300000011921,-0.667660117149
1571197804900893357,304,0,,0.300000011921,1.56364405155
1571197805002185649,305,0,,0.300000011921,1.47070837021
1571197805066916326,306,0,,0.300000011921,1.46469342709
1571197805176582524,307,0,,0.300000011921,1.46469342709
1571197805276709347,308,0,,0.300000011921,1.36203527451
1571197805373702576,309,0,,0.300000011921,1.54677343369
1571197805475938617,310,0,,0.300000011921,1.33302330971
1571197805564971274,311,0,,0.300000011921,1.46469342709
1571197805743518513,312,0,,0.300000011921,1.5473998785
1571197805782581482,313,0,,0.300000011921,1.54342150688
1571197805865021899,314,0,,0.300000011921,1.53356492519
1571197805944089659,315,0,,0.300000011921,0.795035779476
