%time,field.header.seq,field.header.stamp,field.header.frame_id,field.d,field.d_ref,field.sigma_d,field.phi,field.phi_ref,field.sigma_phi,field.curvature,field.curvature_ref,field.v_ref,field.status,field.in_lane
1571197881981942495,26685,1571197881812614917,,-0.0399999991059,0.0,0.0,0.0500000007451,0.0,0.0,0.0,0.0,0.0,0,1
1571197882803731296,26686,1571197882592217922,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197882871073953,26687,1571197882646506071,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197882959190984,26688,1571197882717655897,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883054674421,26689,1571197882847904920,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883124579734,26690,1571197882910862922,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883176388119,26691,1571197882972702980,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883265454838,26692,1571197883077913999,,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197883354077546,26693,1571197883179469108,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883424125254,26694,1571197883212611913,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197883487275775,26695,1571197883310944080,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197883606906244,26696,1571197883366494894,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883694927546,26697,1571197883466270923,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883765362286,26698,1571197883523957967,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197883829096973,26699,1571197883647528886,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197883921571817,26700,1571197883712956905,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197883989430567,26701,1571197883779308080,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197884040947390,26702,1571197883844157934,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197884106717494,26703,1571197883914778947,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197884192654733,26704,1571197883981374979,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197884256195567,26705,1571197884077543973,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197884336367285,26706,1571197884144429922,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197884426659681,26707,1571197884244731903,,0.0399999991059,0.0,0.0,-1.04999995232,0.0,0.0,0.0,0.0,0.0,0,1
1571197884488032962,26708,1571197884310895919,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197884568546973,26709,1571197884382257938,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197884672131712,26710,1571197884476783990,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197884755956348,26711,1571197884546545982,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197884832987129,26712,1571197884614844083,,0.0799999982119,0.0,0.0,-1.14999997616,0.0,0.0,0.0,0.0,0.0,0,1
1571197884935809316,26713,1571197884713727951,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197884980757441,26714,1571197884811146020,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197885059411868,26715,1571197884878987073,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197885165722077,26716,1571197884968611955,,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197885218359993,26717,1571197885010371923,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197885311703587,26718,1571197885111120939,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197885369241816,26719,1571197885212064981,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197885442432285,26720,1571197885276452064,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197885555682649,26721,1571197885342715978,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197885612003795,26722,1571197885404700040,,-0.10000000149,0.0,0.0,0.449999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197885729324368,26723,1571197885477559089,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197885797565566,26724,1571197885546358108,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197885871433431,26725,1571197885681103944,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197885944279420,26726,1571197885742917060,,0.0399999991059,0.0,0.0,-1.14999997616,0.0,0.0,0.0,0.0,0.0,0,1
1571197886013199941,26727,1571197885842534065,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197886074083378,26728,1571197885909751892,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197886167277962,26729,1571197885970639944,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197886241221451,26730,1571197886009845972,,-0.10000000149,0.0,0.0,0.449999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197886316044316,26731,1571197886106961011,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197886383431139,26732,1571197886178713083,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197886462054889,26733,1571197886276002883,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197886564210357,26734,1571197886342941999,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197886700636607,26735,1571197886413194894,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197886801769420,26736,1571197886544778108,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197886864760045,26737,1571197886614227056,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197886918603691,26738,1571197886645951986,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197886962247388,26739,1571197886730629920,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197887468861867,26740,1571197887317661046,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197887582544732,26741,1571197887353651046,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197887635893899,26742,1571197887448072910,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197887716832128,26743,1571197887508543968,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197887778524576,26744,1571197887580775976,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197887842737076,26745,1571197887675425052,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197887935499315,26746,1571197887741868019,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197888023512909,26747,1571197887844729900,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197888084546659,26748,1571197887881798982,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197888144333482,26749,1571197887977034091,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197888235292023,26750,1571197888047580957,,-0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197888314736242,26751,1571197888108459949,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197888392515148,26752,1571197888210386991,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197888467646502,26753,1571197888275396108,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197888566027752,26754,1571197888341881990,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197888662820252,26755,1571197888448215961,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197888754965513,26756,1571197888508848905,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197888841469315,26757,1571197888578902959,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197888920824784,26758,1571197888709440946,,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197888979487700,26759,1571197888774331092,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889043514575,26760,1571197888873583078,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889120605356,26761,1571197888949987888,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197889199513533,26762,1571197889008255004,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889277102752,26763,1571197889102459907,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889372631658,26764,1571197889163923025,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889436173846,26765,1571197889209903955,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889507212804,26766,1571197889275530099,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197889584915617,26767,1571197889413333892,,-0.019999999553,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197889676368273,26768,1571197889475317955,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197889757312544,26769,1571197889575771093,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197889905246919,26770,1571197889712264060,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890007062335,26771,1571197889775652885,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890069349419,26772,1571197889813329935,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890101648064,26773,1571197889944396018,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890194106918,26774,1571197890011719942,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197890251103585,26775,1571197890074425935,,0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197890338551033,26776,1571197890140969038,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890389369106,26777,1571197890209458112,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890462410564,26778,1571197890274104118,,-0.019999999553,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197890528089054,26779,1571197890343712091,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197890588283793,26780,1571197890407391071,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197890678977387,26781,1571197890475327968,,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197890742102231,26782,1571197890542104959,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197890840631970,26783,1571197890640571117,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197890924327647,26784,1571197890744242906,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197891016703845,26785,1571197890810967922,,-0.0799999982119,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,1
1571197891096337751,26786,1571197890907236099,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197891221763585,26787,1571197890966320037,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197891325215199,26788,1571197891074790000,,0.0799999982119,0.0,0.0,-1.14999997616,0.0,0.0,0.0,0.0,0.0,0,1
1571197891525668324,26789,1571197891162724018,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197891581838533,26790,1571197891176857948,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197892327857803,26791,1571197892046376943,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197892437496605,26792,1571197892132716894,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197892528809209,26793,1571197892213686943,,0.0399999991059,0.0,0.0,-1.14999997616,0.0,0.0,0.0,0.0,0.0,0,1
1571197892593153897,26794,1571197892275693893,,-0.0399999991059,0.0,0.0,-0.949999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197892739005720,26795,1571197892409702062,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197892904459313,26796,1571197892575378894,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197893028111345,26797,1571197892715698003,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197893094777907,26798,1571197892807710886,,0.0799999982119,0.0,0.0,-1.14999997616,0.0,0.0,0.0,0.0,0.0,0,1
1571197893282514001,26799,1571197892919079065,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197893343203636,26800,1571197893008236885,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197893412375824,26801,1571197893184289932,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197893643175615,26802,1571197893239798069,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197893786915303,26803,1571197893308936119,,-0.0799999982119,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0,1
1571197893907587438,26804,1571197893377692937,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197894024678844,26805,1571197893510034084,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197894187611969,26806,1571197893679666042,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197894370631709,26807,1571197893846476078,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197894448232334,26808,1571197894006972074,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197894556984313,26809,1571197894175206899,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197894592361292,26810,1571197894315541982,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197894656736292,26811,1571197894401890039,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197894746495927,26812,1571197894530051946,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197894815112385,26813,1571197894609755992,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197895092440042,26814,1571197894673489093,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197895168321865,26815,1571197894738903045,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197895214324781,26816,1571197894925470113,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197895287778375,26817,1571197895041251897,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197895397163844,26818,1571197895111893892,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197895635210458,26819,1571197895139130115,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197895704978114,26820,1571197895335390090,,0.019999999553,0.0,0.0,-0.449999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197895809699781,26821,1571197895432275056,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197895865372646,26822,1571197895495471000,,-0.019999999553,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197895952416448,26823,1571197895671621084,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197896068997645,26824,1571197895814191102,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197896153213218,26825,1571197895874489068,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197896213837072,26826,1571197895972572088,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197896299310875,26827,1571197896071619033,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197896471975510,26828,1571197896173804998,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197896571287333,26829,1571197896305824041,,0.0399999991059,0.0,0.0,-1.14999997616,0.0,0.0,0.0,0.0,0.0,0,1
1571197896753763062,26830,1571197896378793954,,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197896834423583,26831,1571197896513031959,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197896936771395,26832,1571197896675087928,,-0.119999997318,0.0,0.0,0.449999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197897002654364,26833,1571197896749735116,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197897680214207,26834,1571197897350433111,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197897843379988,26835,1571197897408567905,,-0.10000000149,0.0,0.0,0.449999988079,0.0,0.0,0.0,0.0,0.0,0,1
1571197897882453738,26836,1571197897452408075,,-0.0399999991059,0.0,0.0,0.0500000007451,0.0,0.0,0.0,0.0,0.0,0,1
1571197897950270093,26837,1571197897604109048,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197898054093270,26838,1571197897721579074,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197898102977488,26839,1571197897805865049,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197898204181603,26840,1571197897872606039,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197898279329155,26841,1571197897999327898,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197898371885561,26842,1571197898104373931,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197898489863999,26843,1571197898209105014,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197898650803894,26844,1571197898351898908,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197898757860301,26845,1571197898473481893,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197898814236134,26846,1571197898573724031,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197898862410353,26847,1571197898644778966,,-0.0399999991059,0.0,0.0,0.0500000007451,0.0,0.0,0.0,0.0,0.0,0,1
1571197898960142123,26848,1571197898736495018,,-0.019999999553,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197899034459936,26849,1571197898837126016,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899092729467,26850,1571197898872293949,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899176690925,26851,1571197898970519065,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899231896967,26852,1571197899067317008,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899307603894,26853,1571197899106587886,,-0.019999999553,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197899397078790,26854,1571197899204907894,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899476272852,26855,1571197899270329952,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899554484467,26856,1571197899358304977,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197899676709727,26857,1571197899435378074,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899759083113,26858,1571197899505184888,,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197899855791915,26859,1571197899578043937,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197899902786915,26860,1571197899706324100,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197899979451394,26861,1571197899772192001,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900035356133,26862,1571197899878926038,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197900119202644,26863,1571197899935826063,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197900166365456,26864,1571197900003370046,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900234895613,26865,1571197900069567918,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900312141342,26866,1571197900135643005,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900365179102,26867,1571197900170897960,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197900450069050,26868,1571197900235728025,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900550271185,26869,1571197900335586071,,-0.0399999991059,0.0,0.0,0.0500000007451,0.0,0.0,0.0,0.0,0.0,0,1
1571197900633952227,26870,1571197900402426958,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900705815092,26871,1571197900508680105,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197900800051185,26872,1571197900574021100,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197900899131810,26873,1571197900709552049,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197900959832852,26874,1571197900773940086,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197901021686394,26875,1571197900838933944,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197901104109675,26876,1571197900905833959,,-0.0799999982119,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,1
1571197901163822279,26877,1571197900969803094,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197901217985873,26878,1571197901068757057,,-0.019999999553,0.0,0.0,-1.04999995232,0.0,0.0,0.0,0.0,0.0,0,1
1571197901332339206,26879,1571197901137397050,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197901445558581,26880,1571197901204250097,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197901525619987,26881,1571197901269213914,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197901574985508,26882,1571197901338318109,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197901659656914,26883,1571197901402606964,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197901753096341,26884,1571197901503774881,,-0.0599999986589,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,1
1571197901873893529,26885,1571197901603496074,,-0.019999999553,0.0,0.0,-0.15000000596,0.0,0.0,0.0,0.0,0.0,0,1
1571197901901247747,26886,1571197901708031892,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197901948896758,26887,1571197901786748886,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197902342436810,26888,1571197902165704011,,-0.0399999991059,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
1571197902478596497,26889,1571197902234951972,,-0.0599999986589,0.0,0.0,-0.649999976158,0.0,0.0,0.0,0.0,0.0,0,1
1571197902560153268,26890,1571197902284069061,,0.0,0.0,0.0,-0.850000023842,0.0,0.0,0.0,0.0,0.0,0,1
